offsize,cousize,num_procs,epsilon,interval,delta,alpha,num_events,offsetscount,counterscount,maxOffset,maxCounter
53.177,0.00469062,64,400,5,32,0.004,2573,34033293,3002,399,1
59.4779,0.00886719,64,400,5,32,0.008,5114,38065862,5675,399,2
61.5245,0.0169656,64,400,5,32,0.016,10346,39375693,10858,289,2
62.4174,0.0335531,64,400,5,32,0.032,20553,39947134,21474,149,2
5.85046,0.00121094,64,400,5,64,0.001,470,3744295,775,399,1
22.2926,0.00187344,64,400,5,64,0.002,1279,14267262,1199,399,1
50.6786,0.00414219,64,400,5,64,0.004,2590,32434327,2651,399,1
58.6323,0.00925781,64,400,5,64,0.008,5210,37524641,5925,399,1
60.9494,0.0163312,64,400,5,64,0.016,10366,39007627,10452,260,2
61.9273,0.0309719,64,400,5,64,0.032,20476,39633443,19822,178,2
5.37318,0.00398437,64,400,5,128,0.001,502,3438832,2550,399,1
17.4267,0.000459375,64,400,5,128,0.002,1310,11153100,294,399,1
45.4479,0.00519531,64,400,5,128,0.004,2552,29086633,3325,399,1
58.055,0.00415156,64,400,5,128,0.008,5141,37155228,2657,399,2
59.9534,0.0153172,64,400,5,128,0.016,10212,38370174,9803,364,2
60.9304,0.0310609,64,400,5,128,0.032,20467,38995472,19879,214,3
4.4315,0.00405,64,400,5,256,0.001,494,2836159,2592,399,1
11.7597,0.00179531,64,400,5,256,0.002,1323,7526237,1149,399,1
30.4169,0.00653594,64,400,5,256,0.004,2488,19466809,4183,399,2
53.8576,0.00842969,64,400,5,256,0.008,5171,34468878,5395,399,2
57.9941,0.0167156,64,400,5,256,0.016,10198,37116195,10698,397,2
59.3418,0.0322422,64,400,5,256,0.032,20651,37978771,20635,295,3
20.7842,0.0111266,64,400,10,1,0.001,648,13301862,7121,399,1
47.3459,0.0108875,64,400,10,1,0.002,1248,30301343,6968,399,1
56.3112,0.0184625,64,400,10,1,0.004,2560,36039154,11816,394,1
60.0669,0.0240078,64,400,10,1,0.008,5127,38442833,15365,210,2
62.1488,0.0441594,64,400,10,1,0.016,10262,39775239,28262,110,2
62.9915,0.0772297,64,400,10,1,0.032,20734,40314569,49427,62,3
17.9125,0.00812031,64,400,10,2,0.001,586,11464004,5197,399,1
46.9615,0.01065,64,400,10,2,0.002,1249,30055372,6816,399,1
56.2096,0.0129016,64,400,10,2,0.004,2449,35974154,8257,392,1
60.4138,0.023225,64,400,10,2,0.008,5127,38664827,14864,225,2
62.0496,0.03905,64,400,10,2,0.016,10294,39711770,24992,113,2
62.979,0.0713469,64,400,10,2,0.032,20531,40306543,45662,54,3
20.5122,0.0100609,64,400,10,4,0.001,597,13127838,6439,399,1
49.1796,0.00721406,64,400,10,4,0.002,1318,31474967,4617,399,1
56.3021,0.00933438,64,400,10,4,0.004,2565,36033352,5974,355,2
59.9965,0.0255016,64,400,10,4,0.008,5112,38397766,16321,226,2
62.1194,0.03435,64,400,10,4,0.016,10226,39756393,21984,118,3
62.9879,0.0716359,64,400,10,4,0.032,20721,40312269,45847,62,4
22.1716,0.000373438,64,400,10,8,0.001,664,14189854,239,399,1
46.6218,0.00730937,64,400,10,8,0.002,1238,29837969,4678,399,1
55.8182,0.0103141,64,400,10,8,0.004,2445,35723678,6601,361,1
60.0086,0.0225,64,400,10,8,0.008,5107,38405527,14400,271,2
61.9796,0.0368672,64,400,10,8,0.016,10283,39666954,23595,131,3
62.8866,0.0679312,64,400,10,8,0.032,20628,40247398,43476,61,3
19.0772,0.000751562,64,400,10,16,0.001,603,12209407,481,399,1
47.4064,0.00150156,64,400,10,16,0.002,1312,30340079,961,399,1
55.7935,0.011625,64,400,10,16,0.004,2518,35707866,7440,398,1
59.9688,0.0169531,64,400,10,16,0.008,5103,38380066,10850,232,2
61.7228,0.0379828,64,400,10,16,0.016,10335,39502558,24309,105,2
62.6747,0.0687219,64,400,10,16,0.032,20429,40111813,43982,69,3
22.7463,0.00146563,64,400,10,32,0.001,656,14557611,938,399,1
45.6463,0.0046625,64,400,10,32,0.002,1273,29213651,2984,399,1
55.6088,0.00991562,64,400,10,32,0.004,2533,35589635,6346,399,1
59.2784,0.0208922,64,400,10,32,0.008,5171,37938199,13371,231,2
61.5379,0.0365531,64,400,10,32,0.016,10224,39384245,23394,127,3
62.4028,0.0651547,64,400,10,32,0.032,20335,39937798,41699,77,4
21.0398,0.00063125,64,400,10,64,0.001,639,13465469,404,399,1
45.4393,0.00528906,64,400,10,64,0.002,1278,29081122,3385,399,1
55.4608,0.0114688,64,400,10,64,0.004,2552,35494933,7340,399,2
59.0984,0.0213594,64,400,10,64,0.008,5189,37822993,13670,229,2
60.9936,0.0354734,64,400,10,64,0.016,10295,39035896,22703,160,3
61.9757,0.0688922,64,400,10,64,0.032,20295,39664414,44091,93,4
15.4105,0.000820312,64,400,10,128,0.001,618,9862706,525,399,1
41.7085,0.00230937,64,400,10,128,0.002,1234,26693419,1478,399,1
54.2298,0.0086875,64,400,10,128,0.004,2568,34707072,5560,396,1
57.927,0.0154,64,400,10,128,0.008,5156,37073299,9856,272,2
59.8492,0.0328391,64,400,10,128,0.016,10280,38303513,21017,166,2
60.9828,0.0717578,64,400,10,128,0.032,20547,39028987,45925,111,3
14.7319,0,64,400,10,256,0.001,649,9428410,0,399,0
39.0169,0.00542813,64,400,10,256,0.002,1292,24970805,3474,399,1
51.1864,0.0124422,64,400,10,256,0.004,2601,32759285,7963,399,1
55.61,0.0183109,64,400,10,256,0.008,5175,35590427,11719,357,2
57.9043,0.0309797,64,400,10,256,0.016,10413,37058773,19827,207,2
59.3193,0.0691047,64,400,10,256,0.032,20339,37964325,44227,154,3
32.579,0.0140609,64,400,15,1,0.001,648,20850548,8999,399,1
47.8766,0.0198813,64,400,15,1,0.002,1223,30641043,12724,399,1
56.8431,0.0252969,64,400,15,1,0.004,2531,36379582,16190,310,1
60.1886,0.0323031,64,400,15,1,0.008,4936,38520720,20674,150,2
62.06,0.0621094,64,400,15,1,0.016,10327,39718377,39750,84,4
63.047,0.110514,64,400,15,1,0.032,20581,40350064,70729,42,4
30.1288,0.0106438,64,400,15,2,0.001,592,19282448,6812,399,1
49.5923,0.0137078,64,400,15,2,0.002,1317,31739086,8773,399,2
56.5787,0.0202516,64,400,15,2,0.004,2511,36210380,12961,291,2
60.0327,0.0325844,64,400,15,2,0.008,5075,38420911,20854,153,3
62.0372,0.0627625,64,400,15,2,0.016,10359,39703798,40168,77,3
63.0155,0.10937,64,400,15,2,0.032,20408,40329933,69997,40,4
28.68,0.00130625,64,400,15,4,0.001,600,18355232,836,399,1
48.044,0.0103688,64,400,15,4,0.002,1277,30748183,6636,399,1
56.1266,0.0172766,64,400,15,4,0.004,2577,35921046,11057,270,2
60.3588,0.0379734,64,400,15,4,0.008,5133,38629663,24303,138,2
62.1019,0.0596375,64,400,15,4,0.016,10271,39745232,38168,85,3
63.02,0.10695,64,400,15,4,0.032,20556,40332798,68448,39,4
29.544,0.00536719,64,400,15,8,0.001,672,18908173,3435,399,1
48.5672,0.0115328,64,400,15,8,0.002,1319,31083002,7381,399,2
55.9449,0.0172719,64,400,15,8,0.004,2572,35804755,11054,275,2
60.0565,0.0296484,64,400,15,8,0.008,5047,38436170,18975,148,2
62.0749,0.0551547,64,400,15,8,0.016,10114,39727924,35299,87,3
62.9132,0.103937,64,400,15,8,0.032,20475,40264423,66520,44,4
32.7827,0.00534688,64,400,15,16,0.001,663,20980913,3422,399,1
47.2793,0.00647813,64,400,15,16,0.002,1270,30258771,4146,399,1
56.3099,0.0110859,64,400,15,16,0.004,2546,36038336,7095,260,2
59.9666,0.0299422,64,400,15,16,0.008,5127,38378635,19163,135,2
61.6351,0.0573266,64,400,15,16,0.016,10303,39446459,36689,90,3
62.7688,0.102513,64,400,15,16,0.032,20265,40172059,65608,46,4
32.106,0.00256875,64,400,15,32,0.001,648,20547826,1644,399,1
46.6683,0.00727969,64,400,15,32,0.002,1243,29867720,4659,399,1
55.8631,0.0108828,64,400,15,32,0.004,2618,35752365,6965,293,2
59.7216,0.0237031,64,400,15,32,0.008,5131,38221823,15170,193,2
61.4332,0.0562578,64,400,15,32,0.016,10230,39317227,36005,82,3
62.4046,0.101988,64,400,15,32,0.032,20483,39938955,65272,51,4
29.5638,0.00212656,64,400,15,64,0.001,635,18920815,1361,399,1
48.2865,0.00809687,64,400,15,64,0.002,1298,30903358,5182,399,2
54.8227,0.0130797,64,400,15,64,0.004,2527,35086555,8371,284,2
58.9183,0.0277063,64,400,15,64,0.008,5077,37707702,17732,165,2
61.0124,0.0531547,64,400,15,64,0.016,10190,39047945,34019,93,4
61.8813,0.102006,64,400,15,64,0.032,20465,39604043,65284,56,5
31.6804,0.000265625,64,400,15,128,0.001,698,20275474,170,399,1
45.4269,0.0117,64,400,15,128,0.002,1256,29073243,7488,399,1
53.4853,0.0151375,64,400,15,128,0.004,2511,34230596,9688,276,1
57.6354,0.0236563,64,400,15,128,0.008,5241,36886640,15140,202,2
59.5917,0.0545859,64,400,15,128,0.016,10196,38138680,34935,114,3
60.9721,0.101502,64,400,15,128,0.032,20467,39022139,64961,83,4
25.6201,0.00124375,64,400,15,256,0.001,655,16396892,796,399,1
43.9462,0.00664844,64,400,15,256,0.002,1288,28125560,4255,399,1
51.1304,0.0179875,64,400,15,256,0.004,2636,32723431,11512,320,1
55.7878,0.0317172,64,400,15,256,0.008,5127,35704160,20299,205,3
57.8651,0.0576031,64,400,15,256,0.016,10152,37033678,36866,148,3
59.3753,0.103105,64,400,15,256,0.032,20190,38000174,65987,98,4
1.90663,0.0775875,64,500,2,1,0.001,221,1220244,49656,499,1
5.81014,0.0167375,64,500,2,1,0.002,787,3718491,10712,499,2
29.5426,0.00344844,64,500,2,1,0.004,2604,18907294,2207,499,1
57.5343,0.00377656,64,500,2,1,0.008,5046,36821967,2417,499,1
61.9799,0.00679062,64,500,2,1,0.016,10150,39667108,4346,499,1
63.0302,0.0101953,64,500,2,1,0.032,20691,40339354,6525,316,1
2.01903,0.0754906,64,500,2,2,0.001,246,1292178,48314,499,3
5.78347,0.0207969,64,500,2,2,0.002,799,3701418,13310,499,2
27.7519,0.00200625,64,500,2,2,0.004,2489,17761205,1284,499,1
57.932,0.00283594,64,500,2,2,0.008,5096,37076491,1815,499,1
62.0478,0.00399219,64,500,2,2,0.016,10323,39710596,2555,497,1
63.0328,0.00921406,64,500,2,2,0.032,20533,40341025,5897,336,1
2.37849,0.0606969,64,500,2,4,0.001,325,1522234,38846,498,2
6.22624,0.0152109,64,500,2,4,0.002,777,3984794,9735,499,2
27.6787,0.00048125,64,500,2,4,0.004,2542,17714365,308,499,1
57.5991,0.00150312,64,500,2,4,0.008,5077,36863434,962,499,1
61.9493,0.0038375,64,500,2,4,0.016,10275,39647539,2456,498,1
63.1236,0.00833906,64,500,2,4,0.032,20505,40399087,5337,321,1
2.12223,0.0714328,64,500,2,8,0.001,198,1358230,45717,498,2
6.65735,0.00711406,64,500,2,8,0.002,1004,4260705,4553,499,1
27.646,0.000798438,64,500,2,8,0.004,2547,17693420,511,499,1
56.9333,0.00095625,64,500,2,8,0.008,5197,36437345,612,499,1
61.9817,0.00400937,64,500,2,8,0.016,10320,39668287,2566,498,1
62.894,0.00812969,64,500,2,8,0.032,20529,40252180,5203,353,2
2.04018,0.0961641,64,500,2,16,0.001,182,1305718,61545,495,1
5.5097,0.00518125,64,500,2,16,0.002,788,3526209,3316,499,1
26.0944,0.000798438,64,500,2,16,0.004,2546,16700385,511,499,1
56.0291,0.00172031,64,500,2,16,0.008,5121,35858613,1101,499,1
61.6768,0.00362812,64,500,2,16,0.016,10259,39473167,2322,499,1
62.7558,0.00822344,64,500,2,16,0.032,20430,40163714,5263,352,1
1.67441,0.0597578,64,500,2,32,0.001,200,1071620,38245,499,2
5.54379,0.0182438,64,500,2,32,0.002,793,3548023,11676,499,3
19.2929,0.000635937,64,500,2,32,0.004,2335,12347448,407,499,1
54.5555,0.00160625,64,500,2,32,0.008,5217,34915499,1028,499,1
61.5368,0.00356719,64,500,2,32,0.016,10262,39383569,2283,499,1
62.4566,0.00940625,64,500,2,32,0.032,20286,39972230,6020,388,1
1.87186,0.0905891,64,500,2,64,0.001,242,1197991,57977,499,1
5.29788,0.00554219,64,500,2,64,0.002,911,3390644,3547,499,1
17.8623,0.00123906,64,500,2,64,0.004,2467,11431900,793,499,1
47.4163,0.00179063,64,500,2,64,0.008,4995,30346414,1146,499,1
60.7662,0.00373125,64,500,2,64,0.016,10266,38890397,2388,499,1
61.9019,0.00903437,64,500,2,64,0.032,20651,39617239,5782,457,1
1.99038,0.0802891,64,500,2,128,0.001,271,1273846,51385,499,2
4.43851,0.0020875,64,500,2,128,0.002,922,2840648,1336,499,1
11.875,0.000942188,64,500,2,128,0.004,2477,7600009,603,499,1
34.0969,0.00222656,64,500,2,128,0.008,5134,21822029,1425,499,1
57.8416,0.00453906,64,500,2,128,0.016,10267,37018639,2905,499,1
60.9822,0.00789688,64,500,2,128,0.032,20567,39028631,5054,499,1
1.68348,0.0544594,64,500,2,256,0.001,237,1077426,34854,499,3
3.19578,0.00286563,64,500,2,256,0.002,881,2045300,1834,499,2
7.16412,0.000785937,64,500,2,256,0.004,2649,4585039,503,499,1
14.522,0.00163125,64,500,2,256,0.008,5074,9294099,1044,499,1
33.6925,0.00425,64,500,2,256,0.016,10211,21563197,2720,499,1
55.793,0.00808438,64,500,2,256,0.032,20396,35707544,5174,499,1
7.8393,0.00355469,64,500,4,1,0.001,623,5017149,2275,499,1
26.7011,0.007375,64,500,4,1,0.002,1300,17088708,4720,499,1
53.6237,0.00801875,64,500,4,1,0.004,2519,34319172,5132,499,1
60.3689,0.00932813,64,500,4,1,0.008,5115,38636105,5970,499,1
62.0441,0.0164984,64,500,4,1,0.016,10387,39708210,10559,313,2
63.0826,0.0298609,64,500,4,1,0.032,20551,40372841,19111,155,2
5.88555,0.00751563,64,500,4,2,0.001,459,3766753,4810,499,1
28.8366,0.003375,64,500,4,2,0.002,1337,18455419,2160,499,1
54.9878,0.00611563,64,500,4,2,0.004,2579,35192183,3914,499,1
60.2339,0.00836094,64,500,4,2,0.008,5135,38549685,5351,496,1
61.9329,0.0161281,64,500,4,2,0.016,10357,39637034,10322,310,2
62.9817,0.0255422,64,500,4,2,0.032,20444,40308293,16347,159,2
5.85424,0.00445781,64,500,4,4,0.001,486,3746713,2853,499,1
25.1264,0.0012,64,500,4,4,0.002,1276,16080900,768,499,1
54.09,0.00269062,64,500,4,4,0.004,2494,34617616,1722,499,1
60.6564,0.00673437,64,500,4,4,0.008,5213,38820126,4310,499,2
61.9961,0.0124125,64,500,4,4,0.016,10417,39677515,7944,275,2
62.9284,0.0233766,64,500,4,4,0.032,20334,40274151,14961,159,3
5.15662,0.00575469,64,500,4,8,0.001,433,3300236,3683,499,2
24.7673,0.00119531,64,500,4,8,0.002,1239,15851049,765,499,1
54.9641,0.003825,64,500,4,8,0.004,2606,35177037,2448,499,1
59.903,0.00690781,64,500,4,8,0.008,5091,38337902,4421,498,1
62.0439,0.0133344,64,500,4,8,0.016,10315,39708093,8534,338,2
62.8759,0.0238031,64,500,4,8,0.032,20356,40240588,15234,152,2
6.08038,0.00531719,64,500,4,16,0.001,532,3891441,3403,499,1
26.0337,0.00135625,64,500,4,16,0.002,1298,16661580,868,499,1
52.9683,0.0035375,64,500,4,16,0.004,2530,33899746,2264,499,1
59.8455,0.00702031,64,500,4,16,0.008,5070,38301122,4493,499,1
61.7709,0.0147844,64,500,4,16,0.016,10230,39533372,9462,306,2
62.7689,0.026625,64,500,4,16,0.032,20763,40172082,17040,159,2
7.83363,0.00393594,64,500,4,32,0.001,569,5013521,2519,499,1
26.6578,0.00141094,64,500,4,32,0.002,1284,17060980,903,499,1
52.7293,0.00138125,64,500,4,32,0.004,2563,33746729,884,499,1
59.5206,0.00649531,64,500,4,32,0.008,5090,38093218,4157,499,2
61.4351,0.0115641,64,500,4,32,0.016,10087,39318468,7401,344,2
62.4594,0.0235016,64,500,4,32,0.032,20418,39974043,15041,188,2
5.26056,0.000835938,64,500,4,64,0.001,498,3366759,535,499,1
21.4851,0.00224531,64,500,4,64,0.002,1266,13750469,1437,499,1
50.9655,0.00337656,64,500,4,64,0.004,2600,32617893,2161,499,1
58.9423,0.00680156,64,500,4,64,0.008,5106,37723088,4353,499,2
60.9379,0.0127922,64,500,4,64,0.016,10343,39000229,8187,355,2
61.9118,0.0246031,64,500,4,64,0.032,20516,39623569,15746,198,3
4.63941,0.0129875,64,500,4,128,0.001,334,2969223,8312,499,2
16.7155,0.00221719,64,500,4,128,0.002,1212,10697921,1419,499,1
43.7496,0.00305312,64,500,4,128,0.004,2515,27999716,1954,499,1
57.6133,0.00505156,64,500,4,128,0.008,5067,36872484,3233,499,1
59.9838,0.0120922,64,500,4,128,0.016,10259,38389661,7739,440,2
60.9596,0.0246234,64,500,4,128,0.032,20539,39014169,15759,275,2
4.093,0.00144531,64,500,4,256,0.001,487,2619521,925,499,1
10.9971,0.00234531,64,500,4,256,0.002,1254,7038156,1501,499,1
31.3156,0.00202187,64,500,4,256,0.004,2562,20041978,1294,499,1
53.7882,0.00769219,64,500,4,256,0.008,5051,34424464,4923,499,1
57.9133,0.0134938,64,500,4,256,0.016,10243,37064527,8636,499,2
59.3718,0.0264891,64,500,4,256,0.032,20643,37997939,16953,375,2
10.33,0.00120469,64,500,6,1,0.001,569,6611212,771,499,1
43.438,0.00871719,64,500,6,1,0.002,1296,27800342,5579,499,1
56.628,0.00773281,64,500,6,1,0.004,2574,36241906,4949,499,1
59.9689,0.01445,64,500,6,1,0.008,5049,38380071,9248,357,1
62.1019,0.0226859,64,500,6,1,0.016,10106,39745242,14519,206,2
63.0382,0.0436047,64,500,6,1,0.032,20491,40344475,27907,93,2
12.095,0.00359687,64,500,6,2,0.001,579,7740819,2302,499,1
42.8645,0.00439062,64,500,6,2,0.002,1277,27433268,2810,499,1
56.7114,0.00952969,64,500,6,2,0.004,2593,36295322,6099,499,1
60.5807,0.0133547,64,500,6,2,0.008,5099,38771656,8547,359,1
61.9318,0.0258219,64,500,6,2,0.016,10391,39636351,16526,211,2
62.9817,0.0433141,64,500,6,2,0.032,20698,40308254,27721,95,3
12.3943,0.00329375,64,500,6,4,0.001,557,7932356,2108,499,1
42.6965,0.00269688,64,500,6,4,0.002,1278,27325734,1726,499,1
56.0273,0.00755,64,500,6,4,0.004,2585,35857465,4832,499,2
60.6957,0.00820625,64,500,6,4,0.008,5197,38845238,5252,357,2
61.94,0.0190234,64,500,6,4,0.016,10219,39641573,12175,204,2
62.9595,0.0412844,64,500,6,4,0.032,20813,40294066,26422,122,3
15.9429,0.00112813,64,500,6,8,0.001,681,10203476,722,499,1
45.1014,0.00461875,64,500,6,8,0.002,1310,28864908,2956,499,1
56.2993,0.00286094,64,500,6,8,0.004,2587,36031576,1831,499,1
60.2792,0.0103109,64,500,6,8,0.008,5022,38578712,6599,371,1
61.8568,0.0217937,64,500,6,8,0.016,10224,39588358,13948,190,2
62.9036,0.0388438,64,500,6,8,0.032,20511,40258296,24860,118,3
15.1279,0.00580781,64,500,6,16,0.001,646,9681852,3717,499,1
39.9492,0.000679687,64,500,6,16,0.002,1270,25567458,435,499,1
56.0709,0.00459375,64,500,6,16,0.004,2545,35885370,2940,499,1
60.2694,0.0111453,64,500,6,16,0.008,5251,38572444,7133,402,2
61.8483,0.0193578,64,500,6,16,0.016,10351,39582910,12389,256,2
62.7167,0.0386219,64,500,6,16,0.032,20222,40138676,24718,109,3
14.1565,0.000639062,64,500,6,32,0.001,626,9060169,409,499,1
36.4108,0.00125781,64,500,6,32,0.002,1214,23302926,805,499,1
57.2108,0.00504375,64,500,6,32,0.004,2651,36614913,3228,499,2
59.2809,0.0107828,64,500,6,32,0.008,5121,37939786,6901,434,2
61.2948,0.0211203,64,500,6,32,0.016,10097,39228678,13517,215,2
62.4111,0.0394719,64,500,6,32,0.032,20557,39943117,25262,126,3
11.9089,0.00533906,64,500,6,64,0.001,607,7621672,3417,499,1
36.0403,0.00502812,64,500,6,64,0.002,1256,23065779,3218,499,1
54.6909,0.004425,64,500,6,64,0.004,2496,35002205,2832,499,1
59.2543,0.0131359,64,500,6,64,0.008,5279,37922730,8407,445,2
60.963,0.0207875,64,500,6,64,0.016,10203,39016341,13304,228,2
61.9068,0.0415953,64,500,6,64,0.032,20318,39620371,26621,142,3
10.5098,0.00175312,64,500,6,128,0.001,593,6726262,1122,499,1
31.1998,0.00191875,64,500,6,128,0.002,1253,19967892,1228,499,1
53.8208,0.00294219,64,500,6,128,0.004,2611,34445286,1883,499,1
57.1757,0.0104172,64,500,6,128,0.008,5113,36592417,6667,443,2
59.7304,0.0208734,64,500,6,128,0.016,10163,38227440,13359,272,2
60.902,0.0406984,64,500,6,128,0.032,20568,38977255,26047,190,3
8.39418,0.000148437,64,500,6,256,0.001,612,5372274,95,499,1
22.4583,0.00324844,64,500,6,256,0.002,1211,14373317,2079,499,1
49.3803,0.00820937,64,500,6,256,0.004,2581,31603381,5254,499,1
55.3772,0.0124141,64,500,6,256,0.008,5121,35441400,7945,499,2
57.8698,0.0206953,64,500,6,256,0.016,10246,37036645,13245,365,2
59.276,0.0407938,64,500,6,256,0.032,20580,37936643,26108,263,3
23.5816,0.00947031,64,500,8,1,0.001,641,15092218,6061,499,1
47.0975,0.00823906,64,500,8,1,0.002,1261,30142425,5273,499,1
57.0795,0.0143375,64,500,8,1,0.004,2671,36530894,9176,463,2
60.2213,0.0213047,64,500,8,1,0.008,5171,38541619,13635,308,2
61.9459,0.0339281,64,500,8,1,0.016,10153,39645352,21714,146,2
62.9998,0.0624719,64,500,8,1,0.032,20712,40319850,39982,76,4
25.6453,0.00358437,64,500,8,2,0.001,656,16412977,2294,499,1
47.4446,0.00616563,64,500,8,2,0.002,1269,30364514,3946,499,1
56.0879,0.0132188,64,500,8,2,0.004,2621,35896229,8460,498,1
60.6615,0.0161828,64,500,8,2,0.008,5137,38823350,10357,346,1
62.083,0.0356781,64,500,8,2,0.016,10255,39733123,22834,134,2
62.9094,0.0597516,64,500,8,2,0.032,20300,40262039,38241,75,4
24.7408,0.00422969,64,500,8,4,0.001,655,15834094,2707,499,1
47.7569,0.00633125,64,500,8,4,0.002,1330,30564392,4052,499,1
56.1093,0.00903125,64,500,8,4,0.004,2664,35909933,5780,499,1
60.0016,0.0177906,64,500,8,4,0.008,5139,38401031,11386,262,2
61.891,0.0311594,64,500,8,4,0.016,10251,39610244,19942,153,2
62.9755,0.0569375,64,500,8,4,0.032,20610,40304346,36440,79,3
23.7496,0.00101719,64,500,8,8,0.001,648,15199725,651,499,1
48.6615,0.00348281,64,500,8,8,0.002,1314,31143360,2229,499,1
56.7339,0.00982656,64,500,8,8,0.004,2600,36309671,6289,495,1
60.1696,0.0151516,64,500,8,8,0.008,5054,38508538,9697,257,2
61.8588,0.0290641,64,500,8,8,0.016,10320,39589663,18601,145,3
62.8611,0.0553109,64,500,8,8,0.032,20530,40231082,35399,77,3
20.0731,0.00233437,64,500,8,16,0.001,651,12846791,1494,499,1
47.3471,0.00176094,64,500,8,16,0.002,1328,30302122,1127,499,1
55.4389,0.00691563,64,500,8,16,0.004,2549,35480889,4426,497,1
59.9161,0.01275,64,500,8,16,0.008,5161,38346285,8160,268,2
61.8958,0.0299172,64,500,8,16,0.016,10069,39613338,19147,145,3
62.6426,0.0573656,64,500,8,16,0.032,20591,40091265,36714,87,3
19.5782,0.00390625,64,500,8,32,0.001,614,12530051,2500,499,1
46.9149,0.00264688,64,500,8,32,0.002,1298,30025536,1694,499,1
56.4438,0.00657813,64,500,8,32,0.004,2512,36124034,4210,499,1
59.2242,0.0179109,64,500,8,32,0.008,5153,37903514,11463,283,1
61.2299,0.0290063,64,500,8,32,0.016,10386,39187147,18564,161,2
62.3816,0.0550453,64,500,8,32,0.032,20234,39924217,35229,101,4
18.8235,0.00218125,64,500,8,64,0.001,635,12047039,1396,499,1
46.1488,0.00302031,64,500,8,64,0.002,1315,29535262,1933,499,1
53.9715,0.00853125,64,500,8,64,0.004,2526,34541748,5460,498,1
58.7911,0.0162109,64,500,8,64,0.008,5137,37626311,10375,308,2
60.8082,0.0292438,64,500,8,64,0.016,10157,38917260,18716,195,2
61.8669,0.0542016,64,500,8,64,0.032,20456,39594839,34689,116,3
18.6679,0.00090625,64,500,8,128,0.001,661,11947461,580,499,1
43.7688,0.00272813,64,500,8,128,0.002,1281,28012030,1746,499,1
53.4829,0.00704531,64,500,8,128,0.004,2577,34229074,4509,499,1
57.3047,0.0158453,64,500,8,128,0.008,5279,36675033,10141,319,2
59.9289,0.0263594,64,500,8,128,0.016,10236,38354488,16870,229,2
60.9923,0.0573937,64,500,8,128,0.032,20589,39035050,36732,150,3
14.0313,0.00625781,64,500,8,256,0.001,658,8980031,4005,499,1
37.8742,0.00277344,64,500,8,256,0.002,1259,24239520,1775,499,1
50.93,0.00527187,64,500,8,256,0.004,2493,32595195,3374,499,2
55.821,0.0154078,64,500,8,256,0.008,5204,35725421,9861,405,2
57.978,0.0291625,64,500,8,256,0.016,10224,37105906,18664,266,2
59.3829,0.0563359,64,500,8,256,0.032,20239,38005090,36055,178,4
27.3412,0.00531719,64,500,10,1,0.001,643,17498352,3403,499,1
48.3708,0.0131875,64,500,10,1,0.002,1235,30957303,8440,499,1
57.0234,0.0179953,64,500,10,1,0.004,2663,36494974,11517,376,1
60.312,0.0238703,64,500,10,1,0.008,5117,38599702,15277,231,2
62.0772,0.0472125,64,500,10,1,0.016,10072,39729402,30216,124,2
63.0597,0.0747094,64,500,10,1,0.032,20409,40358229,47814,66,3
29.0863,0.00701094,64,500,10,2,0.001,670,18615239,4487,499,1
49.2925,0.00803906,64,500,10,2,0.002,1283,31547189,5145,499,1
56.1056,0.0193531,64,500,10,2,0.004,2582,35907611,12386,444,2
60.2035,0.0247625,64,500,10,2,0.008,5125,38530243,15848,209,2
62.0552,0.0447438,64,500,10,2,0.016,10184,39715349,28636,117,2
63.0437,0.0753547,64,500,10,2,0.032,20384,40347959,48227,68,3
29.3464,0.00744219,64,500,10,4,0.001,696,18781676,4763,499,1
48.4473,0.00886875,64,500,10,4,0.002,1277,31006302,5676,499,1
56.8822,0.0138625,64,500,10,4,0.004,2616,36404597,8872,375,1
60.0296,0.0193969,64,500,10,4,0.008,4986,38418940,12414,220,2
62.1573,0.0415047,64,500,10,4,0.016,10253,39780704,26563,118,3
62.9681,0.0731547,64,500,10,4,0.032,20495,40299593,46819,66,3
26.8065,0.00297188,64,500,10,8,0.001,628,17156143,1902,499,1
48.556,0.00547031,64,500,10,8,0.002,1301,31075841,3501,499,1
56.2943,0.00805,64,500,10,8,0.004,2642,36028383,5152,442,2
60.3992,0.0217969,64,500,10,8,0.008,5154,38655484,13950,219,2
61.8342,0.0391531,64,500,10,8,0.016,10172,39573877,25058,114,3
62.8438,0.0724328,64,500,10,8,0.032,20569,40220035,46357,59,3
28.4569,0.00424844,64,500,10,16,0.001,598,18212407,2719,499,1
47.5464,0.00449531,64,500,10,16,0.002,1250,30429708,2877,499,1
55.9728,0.0121469,64,500,10,16,0.004,2602,35822570,7774,380,2
59.9893,0.0144234,64,500,10,16,0.008,5141,38393162,9231,235,2
61.7738,0.0370625,64,500,10,16,0.016,10301,39535204,23720,125,3
62.7147,0.0670406,64,500,10,16,0.032,20417,40137438,42906,70,3
27.4195,0.00352969,64,500,10,32,0.001,682,17548485,2259,499,1
47.9652,0.007125,64,500,10,32,0.002,1327,30697722,4560,499,1
55.5766,0.00905781,64,500,10,32,0.004,2575,35569043,5797,478,2
59.4665,0.0181875,64,500,10,32,0.008,5181,38058590,11640,226,2
61.457,0.0336406,64,500,10,32,0.016,10283,39332467,21530,121,3
